Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,StudyEfficiency
9,71,0,7,5,68.0,1.125
8,86,0,9,3,81.0,0.8
4,60,1,7,8,45.0,0.5
1,96,0,9,6,75.0,0.1
4,80,0,7,8,64.0,0.5
9,58,1,7,2,54.0,1.125
2,68,0,6,4,45.0,0.2857142857142857
3,97,1,8,0,75.0,0.3333333333333333
8,70,1,6,7,64.0,1.1428571428571428
6,93,1,7,0,81.0,0.75
8,45,0,6,0,39.0,1.1428571428571428
7,43,1,8,6,38.0,0.7777777777777778
5,82,1,8,7,72.0,0.5555555555555556
9,68,1,7,2,67.0,1.125
4,81,0,8,1,66.0,0.4444444444444444
2,40,1,5,9,17.0,0.3333333333333333
2,83,1,8,4,59.0,0.2222222222222222
2,94,0,6,0,70.0,0.2857142857142857
7,54,1,6,1,41.0,1.0
2,86,1,6,2,62.0,0.2857142857142857
2,60,0,8,5,38.0,0.2222222222222222
9,85,0,5,0,81.0,1.5
7,97,0,7,7,88.0,0.875
3,70,1,7,1,46.0,0.375
3,46,1,8,4,25.0,0.3333333333333333
7,56,1,8,7,48.0,0.7777777777777778
5,95,1,4,4,81.0,1.0
6,58,0,9,7,49.0,0.6
8,78,1,5,5,72.0,1.3333333333333333
9,99,0,6,6,96.0,1.2857142857142858
3,69,1,6,2,48.0,0.42857142857142855
7,74,1,9,4,69.0,0.7
6,97,0,7,9,85.0,0.75
7,96,0,9,6,85.0,0.7
8,68,0,8,8,64.0,0.8888888888888888
6,89,0,5,5,79.0,1.0
3,91,1,7,9,74.0,0.375
2,93,1,9,0,69.0,0.2
7,53,1,5,7,44.0,1.1666666666666667
1,74,1,8,5,50.0,0.1111111111111111
3,67,1,6,0,48.0,0.42857142857142855
4,97,0,4,3,77.0,0.8
1,69,0,5,5,46.0,0.16666666666666666
5,65,1,6,9,51.0,0.7142857142857143
3,46,1,5,0,23.0,0.5
2,78,1,5,9,56.0,0.3333333333333333
3,70,1,5,4,47.0,0.5
8,44,0,8,2,42.0,0.8888888888888888
6,74,1,7,6,64.0,0.75
7,89,1,5,7,80.0,1.1666666666666667
6,86,1,8,2,73.0,0.6666666666666666
6,91,1,4,9,80.0,1.2
3,53,0,7,2,34.0,0.375
8,75,1,8,2,69.0,0.8888888888888888
7,66,0,4,5,54.0,1.4
7,63,0,7,5,56.0,0.875
6,79,1,8,2,66.0,0.6666666666666666
5,68,1,4,5,53.0,1.0
8,92,1,8,8,89.0,0.8888888888888888
5,84,1,4,7,70.0,1.0
9,61,1,5,6,59.0,1.5
9,47,0,5,6,41.0,1.5
1,54,0,7,7,28.0,0.125
6,88,0,4,6,75.0,1.2
7,44,0,5,2,34.0,1.1666666666666667
3,91,0,7,7,68.0,0.375
7,43,1,6,7,32.0,1.0
7,50,1,5,0,44.0,1.1666666666666667
2,57,0,5,9,35.0,0.3333333333333333
7,81,1,9,4,74.0,0.7
1,88,1,8,4,64.0,0.1111111111111111
5,69,0,6,0,57.0,0.7142857142857143
9,54,0,4,5,46.0,1.8
7,45,0,7,5,36.0,0.875
7,94,1,6,3,85.0,1.0
2,92,0,4,5,71.0,0.4
8,55,0,5,5,49.0,1.3333333333333333
3,86,1,9,0,71.0,0.3
8,79,1,7,4,76.0,1.0
3,48,0,7,1,26.0,0.375
7,82,1,6,6,74.0,1.0
2,98,0,8,8,78.0,0.2222222222222222
4,73,1,4,8,59.0,0.8
6,66,0,9,8,55.0,0.6
9,52,1,9,6,51.0,0.9
5,75,1,6,6,57.0,0.7142857142857143
9,66,1,8,0,63.0,1.0
5,48,0,8,5,37.0,0.5555555555555556
8,44,0,8,4,41.0,0.8888888888888888
1,90,0,7,7,67.0,0.125
7,61,1,4,7,56.0,1.4
4,70,1,4,3,51.0,0.8
5,42,1,6,0,26.0,0.7142857142857143
6,69,0,5,5,56.0,1.0
5,60,1,6,9,48.0,0.7142857142857143
1,74,0,4,0,52.0,0.2
9,45,0,7,4,42.0,1.125
2,67,0,6,4,41.0,0.2857142857142857
9,71,0,5,2,64.0,1.5
2,81,0,9,4,57.0,0.2
9,76,1,6,5,72.0,1.2857142857142858
6,64,1,8,4,52.0,0.6666666666666666
9,71,1,5,0,67.0,1.5
6,74,1,8,6,61.0,0.6666666666666666
6,61,1,7,2,51.0,0.75
2,63,1,4,6,42.0,0.4
8,78,0,6,4,71.0,1.1428571428571428
3,93,1,6,2,74.0,0.42857142857142855
7,69,0,8,5,62.0,0.7777777777777778
5,89,0,8,0,76.0,0.5555555555555556
3,71,0,4,5,50.0,0.6
1,70,0,6,3,42.0,0.14285714285714285
8,62,0,4,3,55.0,1.6
3,79,1,8,4,60.0,0.3333333333333333
2,72,1,9,8,52.0,0.2
1,64,1,8,0,36.0,0.1111111111111111
4,75,0,5,2,53.0,0.6666666666666666
8,63,1,8,3,54.0,0.8888888888888888
3,70,1,8,1,47.0,0.3333333333333333
1,97,0,9,8,70.0,0.1
4,78,0,4,6,62.0,0.8
9,85,1,5,0,82.0,1.5
1,52,0,5,8,26.0,0.16666666666666666
2,49,0,6,5,25.0,0.2857142857142857
9,62,0,9,1,55.0,0.9
2,57,1,7,0,34.0,0.25
3,71,0,6,5,51.0,0.42857142857142855
7,72,0,6,6,63.0,1.0
3,75,0,6,9,54.0,0.42857142857142855
9,67,0,5,5,62.0,1.5
6,55,0,4,6,43.0,1.2
3,55,1,8,5,34.0,0.3333333333333333
9,57,1,5,7,56.0,1.5
1,47,0,8,1,24.0,0.1111111111111111
3,81,0,8,8,65.0,0.3333333333333333
1,55,1,7,8,31.0,0.125
2,94,1,6,8,72.0,0.2857142857142857
8,95,0,7,6,90.0,1.0
7,50,0,6,8,43.0,1.0
2,45,1,5,0,23.0,0.3333333333333333
2,40,0,8,2,18.0,0.2222222222222222
9,51,0,7,1,44.0,1.125
6,96,1,9,0,84.0,0.6
5,77,1,5,4,62.0,0.8333333333333334
6,67,1,5,0,56.0,1.0
9,84,1,9,2,87.0,0.9
7,97,0,6,5,89.0,1.0
9,56,0,8,5,55.0,1.0
4,40,0,6,2,18.0,0.5714285714285714
2,71,0,6,3,46.0,0.2857142857142857
8,47,1,5,6,42.0,1.3333333333333333
4,93,1,6,5,72.0,0.5714285714285714
9,79,0,4,1,75.0,1.8
4,95,0,9,8,79.0,0.4
8,82,0,9,5,78.0,0.8
9,85,1,8,1,81.0,1.0
9,63,1,9,6,63.0,0.9
4,49,1,6,9,35.0,0.5714285714285714
1,86,0,6,9,63.0,0.14285714285714285
3,78,0,7,3,59.0,0.375
9,78,0,8,0,76.0,1.0
4,49,1,8,9,33.0,0.4444444444444444
5,75,0,9,8,62.0,0.5
7,64,1,6,9,58.0,1.0
5,99,0,4,7,82.0,1.0
4,89,0,7,4,73.0,0.5
2,98,1,4,2,75.0,0.4
2,96,1,6,3,71.0,0.2857142857142857
4,49,0,8,2,30.0,0.4444444444444444
9,58,1,8,9,58.0,1.0
8,85,1,4,7,80.0,1.6
3,84,1,5,4,65.0,0.5
9,54,1,6,7,51.0,1.2857142857142858
5,55,1,8,0,44.0,0.5555555555555556
3,41,0,9,8,23.0,0.3
5,68,0,5,9,56.0,0.8333333333333334
4,43,0,8,2,25.0,0.4444444444444444
8,92,0,9,0,89.0,0.8
5,89,1,8,2,75.0,0.5555555555555556
8,68,0,5,1,60.0,1.3333333333333333
9,70,1,4,6,64.0,1.8
4,56,0,6,9,40.0,0.5714285714285714
7,49,0,5,3,37.0,1.1666666666666667
2,66,1,5,6,42.0,0.3333333333333333
6,92,0,8,2,78.0,0.6666666666666666
8,80,0,9,5,72.0,0.8
7,54,0,5,6,44.0,1.1666666666666667
7,99,0,6,6,89.0,1.0
8,83,0,4,4,77.0,1.6
7,70,0,9,5,62.0,0.7
5,60,0,4,2,46.0,1.0
7,99,1,4,3,94.0,1.4
3,98,0,6,5,80.0,0.42857142857142855
5,97,0,8,2,83.0,0.5555555555555556
7,80,0,9,6,74.0,0.7
9,85,0,9,2,85.0,0.9
2,84,0,6,8,61.0,0.2857142857142857
4,99,0,9,3,85.0,0.4
7,65,1,5,1,58.0,1.1666666666666667
1,77,0,7,5,52.0,0.125
2,90,0,7,8,69.0,0.25
9,75,1,7,9,78.0,1.125
7,91,1,4,9,82.0,1.4
7,56,0,9,1,47.0,0.7
6,90,0,6,3,79.0,0.8571428571428571
3,42,0,9,4,21.0,0.3
3,53,1,6,8,33.0,0.42857142857142855
2,88,1,9,6,65.0,0.2
6,52,0,4,4,35.0,1.2
4,80,0,5,5,63.0,0.6666666666666666
5,66,1,7,8,50.0,0.625
3,40,1,7,3,18.0,0.375
6,96,1,9,1,88.0,0.6
3,56,1,4,4,35.0,0.6
8,87,0,7,6,82.0,1.0
9,89,1,9,3,87.0,0.9
4,73,1,8,0,59.0,0.4444444444444444
9,53,0,9,7,56.0,0.9
7,93,1,6,4,86.0,1.0
3,94,0,7,9,70.0,0.375
7,98,1,7,1,90.0,0.875
1,56,0,8,2,28.0,0.1111111111111111
3,42,1,5,9,21.0,0.5
6,73,0,9,9,64.0,0.6
4,79,0,5,4,61.0,0.6666666666666666
7,64,1,9,3,54.0,0.7
3,41,0,8,8,20.0,0.3333333333333333
1,73,0,5,8,49.0,0.16666666666666666
9,65,1,4,7,65.0,1.8
6,70,0,8,1,61.0,0.6666666666666666
8,48,0,9,4,40.0,0.8
3,69,1,6,7,49.0,0.42857142857142855
8,59,1,6,7,52.0,1.1428571428571428
2,60,0,6,6,38.0,0.2857142857142857
4,68,0,9,3,51.0,0.4
3,98,0,7,2,76.0,0.375
1,64,0,8,7,42.0,0.1111111111111111
7,77,0,8,7,68.0,0.7777777777777778
2,97,1,5,9,77.0,0.3333333333333333
4,83,0,8,4,65.0,0.4444444444444444
9,64,1,8,2,63.0,1.0
6,48,1,5,4,35.0,1.0
8,78,1,8,3,71.0,0.8888888888888888
2,83,1,8,7,64.0,0.2222222222222222
7,65,0,4,1,53.0,1.4
6,96,0,9,7,87.0,0.6
9,76,0,5,9,71.0,1.5
7,55,1,4,5,43.0,1.4
1,76,1,7,3,54.0,0.125
8,51,0,5,2,44.0,1.3333333333333333
3,63,1,9,9,45.0,0.3
2,65,0,8,4,42.0,0.2222222222222222
3,59,1,8,5,38.0,0.3333333333333333
6,48,1,4,0,36.0,1.2
3,62,1,4,0,43.0,0.6
5,78,1,7,9,67.0,0.625
6,68,1,7,2,58.0,0.75
8,70,1,9,1,64.0,0.8
7,58,1,8,0,51.0,0.7777777777777778
8,59,0,6,7,57.0,1.1428571428571428
3,62,0,7,0,40.0,0.375
4,82,1,8,9,68.0,0.4444444444444444
6,66,1,7,7,58.0,0.75
7,69,0,5,4,63.0,1.1666666666666667
9,60,1,4,3,56.0,1.8
1,83,0,8,7,60.0,0.1111111111111111
8,74,0,7,7,68.0,1.0
8,88,0,4,7,82.0,1.6
6,46,0,6,2,33.0,0.8571428571428571
4,61,0,7,7,47.0,0.5
3,49,1,8,0,32.0,0.3333333333333333
3,62,1,5,3,39.0,0.5
6,54,0,4,4,41.0,1.2
8,69,1,4,5,61.0,1.6
7,73,0,5,4,63.0,1.1666666666666667
1,52,1,8,4,27.0,0.1111111111111111
6,99,1,9,4,88.0,0.6
7,43,1,6,8,35.0,1.0
7,57,1,9,9,48.0,0.7
9,95,1,5,9,95.0,1.5
5,62,1,6,2,48.0,0.7142857142857143
1,72,1,8,1,45.0,0.1111111111111111
2,73,1,7,9,49.0,0.25
4,73,0,7,1,57.0,0.5
5,75,0,9,7,61.0,0.5
9,74,1,8,4,75.0,1.0
1,56,1,6,4,26.0,0.14285714285714285
3,67,1,9,5,47.0,0.3
5,53,0,5,8,37.0,0.8333333333333334
3,73,1,9,6,55.0,0.3
4,87,1,8,4,73.0,0.4444444444444444
3,50,0,8,4,30.0,0.3333333333333333
4,96,0,7,9,80.0,0.5
1,52,0,5,8,24.0,0.16666666666666666
8,72,1,7,8,66.0,1.0
4,96,0,6,1,77.0,0.5714285714285714
7,94,1,6,6,86.0,1.0
2,41,0,4,9,13.0,0.4
2,73,1,8,0,52.0,0.2222222222222222
6,92,1,5,3,80.0,1.0
2,68,1,5,1,44.0,0.3333333333333333
6,76,0,7,9,68.0,0.75
2,43,1,9,8,23.0,0.2
4,51,1,9,5,36.0,0.4
7,65,1,7,3,58.0,0.875
8,97,0,9,2,91.0,0.8
3,67,1,5,3,48.0,0.5
9,42,1,7,1,40.0,1.125
2,59,1,9,4,33.0,0.2
8,49,1,4,8,46.0,1.6
8,91,0,8,5,87.0,0.8888888888888888
4,57,1,4,1,39.0,0.8
1,92,0,9,5,70.0,0.1
1,92,0,6,8,67.0,0.14285714285714285
2,92,1,5,3,68.0,0.3333333333333333
9,66,0,4,0,61.0,1.8
2,70,0,4,1,51.0,0.4
2,66,0,7,4,43.0,0.25
6,81,1,7,9,70.0,0.75
7,40,0,7,6,34.0,0.875
7,45,0,9,7,33.0,0.7
9,50,1,6,2,46.0,1.2857142857142858
6,73,1,4,8,60.0,1.2
8,78,0,8,1,73.0,0.8888888888888888
6,59,0,7,3,47.0,0.75
2,92,0,6,3,67.0,0.2857142857142857
1,60,1,9,5,37.0,0.1
5,60,0,6,9,44.0,0.7142857142857143
9,57,1,7,5,55.0,1.125
8,60,0,5,2,52.0,1.3333333333333333
4,58,0,4,8,42.0,0.8
5,43,1,7,4,28.0,0.625
5,52,0,8,1,31.0,0.5555555555555556
6,57,1,4,5,42.0,1.2
3,91,0,6,2,71.0,0.42857142857142855
5,68,1,8,7,54.0,0.5555555555555556
2,64,1,4,2,42.0,0.4
1,95,0,8,4,68.0,0.1111111111111111
1,52,1,6,3,27.0,0.14285714285714285
7,66,0,7,3,59.0,0.875
2,99,1,8,1,77.0,0.2222222222222222
4,58,1,7,7,43.0,0.5
5,88,1,6,2,73.0,0.7142857142857143
7,40,0,6,3,31.0,1.0
2,77,1,8,5,55.0,0.2222222222222222
6,58,1,8,8,49.0,0.6666666666666666
1,91,1,6,3,65.0,0.14285714285714285
7,40,0,8,2,30.0,0.7777777777777778
9,79,0,8,4,75.0,1.0
5,56,1,8,8,43.0,0.5555555555555556
5,60,1,9,0,49.0,0.5
4,61,0,8,4,44.0,0.4444444444444444
3,54,1,4,3,35.0,0.6
9,89,1,6,4,88.0,1.2857142857142858
5,78,1,6,6,65.0,0.7142857142857143
8,87,1,5,6,82.0,1.3333333333333333
9,78,1,7,6,76.0,1.125
5,71,1,5,0,54.0,0.8333333333333334
9,88,0,8,8,90.0,1.0
2,43,1,8,6,23.0,0.2222222222222222
9,83,1,4,3,79.0,1.8
4,84,0,4,3,65.0,0.8
6,71,0,4,1,59.0,1.2
6,43,0,4,5,28.0,1.2
6,92,0,4,9,79.0,1.2
2,40,1,4,2,11.0,0.4
7,72,0,4,0,61.0,1.4
6,46,1,4,4,36.0,1.2
1,48,0,9,5,22.0,0.1
2,40,0,4,4,20.0,0.4
7,55,0,6,4,45.0,1.0
1,57,1,4,9,32.0,0.2
1,93,0,7,7,68.0,0.125
1,86,0,4,9,55.0,0.2
8,45,0,9,0,38.0,0.8
4,41,1,8,7,23.0,0.4444444444444444
2,43,0,9,0,22.0,0.2
1,84,1,8,8,60.0,0.1111111111111111
9,62,0,4,3,58.0,1.8
7,93,1,4,6,84.0,1.4
4,82,0,8,2,67.0,0.4444444444444444
6,84,1,7,7,79.0,0.75
2,82,0,5,3,61.0,0.3333333333333333
7,90,1,6,1,80.0,1.0
2,47,1,8,1,27.0,0.2222222222222222
8,78,0,4,7,72.0,1.6
8,64,0,6,7,61.0,1.1428571428571428
1,55,1,4,0,25.0,0.2
2,56,0,5,8,33.0,0.3333333333333333
6,57,0,8,8,46.0,0.6666666666666666
1,99,0,6,1,73.0,0.14285714285714285
5,66,1,9,7,54.0,0.5
7,54,0,6,7,44.0,1.0
1,99,1,9,3,74.0,0.1
2,56,1,5,3,31.0,0.3333333333333333
7,82,0,4,4,73.0,1.4
6,44,0,9,9,34.0,0.6
3,55,1,9,6,36.0,0.3
2,54,0,8,0,27.0,0.2222222222222222
4,81,0,7,8,66.0,0.5
3,85,1,5,2,66.0,0.5
7,73,1,9,3,64.0,0.7
2,58,0,8,4,34.0,0.2222222222222222
7,47,0,4,4,38.0,1.4
8,86,1,6,0,79.0,1.1428571428571428
6,49,1,5,1,35.0,1.0
6,44,0,8,4,33.0,0.6666666666666666
1,91,0,8,1,65.0,0.1111111111111111
4,87,0,8,0,69.0,0.4444444444444444
1,92,1,6,9,66.0,0.14285714285714285
4,65,0,5,2,45.0,0.6666666666666666
2,61,0,9,0,37.0,0.2
5,83,1,8,9,71.0,0.5555555555555556
9,62,0,6,7,59.0,1.2857142857142858
3,52,1,4,7,32.0,0.6
8,48,0,7,7,40.0,1.0
3,88,1,5,6,73.0,0.5
6,59,1,6,6,48.0,0.8571428571428571
4,67,1,7,1,52.0,0.5
8,83,0,7,8,79.0,1.0
6,96,0,6,6,85.0,0.8571428571428571
8,76,0,9,4,72.0,0.8
1,63,0,9,3,39.0,0.1
6,83,1,6,7,72.0,0.8571428571428571
1,72,0,6,4,51.0,0.14285714285714285
1,59,0,8,5,36.0,0.1111111111111111
8,99,1,4,3,89.0,1.6
7,87,1,9,1,82.0,0.7
3,69,1,8,6,51.0,0.3333333333333333
6,83,1,7,1,75.0,0.75
9,48,0,7,6,44.0,1.125
7,84,1,7,6,72.0,0.875
3,88,0,6,0,66.0,0.42857142857142855
6,56,0,5,9,41.0,1.0
4,75,1,8,9,59.0,0.4444444444444444
3,53,1,5,2,31.0,0.5
9,58,1,4,2,54.0,1.8
2,46,1,4,5,23.0,0.4
2,42,0,7,8,21.0,0.25
7,72,1,9,4,69.0,0.7
1,83,0,4,5,56.0,0.2
6,71,1,5,5,60.0,1.0
7,86,0,5,7,79.0,1.1666666666666667
9,50,0,9,9,47.0,0.9
8,81,0,6,2,72.0,1.1428571428571428
6,41,1,7,8,31.0,0.75
3,65,1,6,6,45.0,0.42857142857142855
8,43,1,8,5,40.0,0.8888888888888888
7,56,0,4,0,46.0,1.4
3,56,0,9,3,38.0,0.3
9,67,1,9,4,64.0,0.9
2,69,1,9,1,46.0,0.2
3,79,0,6,0,58.0,0.42857142857142855
2,62,0,6,1,37.0,0.2857142857142857
1,85,1,8,7,62.0,0.1111111111111111
4,63,1,5,9,49.0,0.6666666666666666
5,68,1,5,5,53.0,0.8333333333333334
6,43,0,8,9,30.0,0.6666666666666666
5,77,0,9,1,59.0,0.5
1,68,1,5,8,40.0,0.16666666666666666
3,58,1,8,7,37.0,0.3333333333333333
1,66,1,5,3,41.0,0.16666666666666666
5,68,1,8,9,56.0,0.5555555555555556
5,95,1,5,6,81.0,0.8333333333333334
6,75,0,9,2,66.0,0.6
8,74,1,6,5,71.0,1.1428571428571428
1,91,0,6,2,64.0,0.14285714285714285
4,45,0,9,9,31.0,0.4
1,98,0,5,2,72.0,0.16666666666666666
9,62,0,9,8,57.0,0.9
7,78,0,8,5,67.0,0.7777777777777778
7,85,0,6,7,76.0,1.0
5,83,0,4,3,68.0,1.0
7,87,0,5,3,78.0,1.1666666666666667
2,91,1,4,7,68.0,0.4
4,47,1,4,6,25.0,0.8
7,94,1,7,4,86.0,0.875
3,41,1,4,1,15.0,0.6
2,52,1,4,5,28.0,0.4
2,79,0,9,0,58.0,0.2
1,96,0,7,6,72.0,0.125
5,60,0,7,8,45.0,0.625
6,70,0,7,4,59.0,0.75
6,91,0,8,4,78.0,0.6666666666666666
9,87,1,7,6,84.0,1.125
4,75,1,9,4,56.0,0.4
1,87,0,8,9,62.0,0.1111111111111111
6,91,1,5,3,78.0,1.0
5,77,1,8,0,62.0,0.5555555555555556
6,66,1,5,5,54.0,1.0
3,75,1,7,8,57.0,0.375
2,87,1,7,3,61.0,0.25
6,62,0,5,9,49.0,1.0
1,94,1,6,3,71.0,0.14285714285714285
7,60,1,9,4,55.0,0.7
7,52,0,8,5,44.0,0.7777777777777778
7,76,0,9,2,68.0,0.7
1,86,0,9,8,60.0,0.1
4,65,0,4,0,45.0,0.8
7,79,0,7,5,72.0,0.875
9,46,0,8,5,41.0,1.0
5,85,0,9,7,73.0,0.5
2,78,0,8,4,57.0,0.2222222222222222
7,61,1,9,8,55.0,0.7
1,78,0,7,8,53.0,0.125
7,62,0,9,1,53.0,0.7
6,97,1,5,4,87.0,1.0
7,69,0,7,6,61.0,0.875
3,57,0,8,1,38.0,0.3333333333333333
3,81,0,6,6,60.0,0.42857142857142855
7,57,0,9,8,49.0,0.7
2,85,1,5,7,64.0,0.3333333333333333
1,49,1,7,9,23.0,0.125
9,78,0,4,8,72.0,1.8
9,69,1,7,3,71.0,1.125
7,65,1,8,7,59.0,0.7777777777777778
7,46,1,8,8,38.0,0.7777777777777778
3,46,1,4,9,24.0,0.6
2,44,1,5,1,18.0,0.3333333333333333
7,40,1,8,9,33.0,0.7777777777777778
9,85,0,5,2,81.0,1.5
1,57,0,5,0,30.0,0.16666666666666666
4,52,1,7,0,32.0,0.5
6,64,1,5,9,50.0,1.0
7,79,1,9,5,73.0,0.7
7,47,0,8,0,38.0,0.7777777777777778
2,49,0,8,4,28.0,0.2222222222222222
4,71,0,6,5,57.0,0.5714285714285714
5,56,0,5,8,41.0,0.8333333333333334
1,77,0,6,5,52.0,0.14285714285714285
1,54,0,7,3,26.0,0.125
3,54,1,6,0,28.0,0.42857142857142855
3,96,0,5,5,74.0,0.5
8,87,0,8,6,81.0,0.8888888888888888
9,79,0,7,4,81.0,1.125
1,90,1,5,5,61.0,0.16666666666666666
2,59,0,7,9,38.0,0.25
2,54,1,4,7,29.0,0.4
4,74,1,5,0,57.0,0.6666666666666666
2,45,0,4,7,21.0,0.4
7,69,0,6,1,57.0,1.0
9,96,0,5,1,94.0,1.5
7,47,1,4,7,39.0,1.4
6,70,0,9,1,59.0,0.6
1,87,1,8,7,64.0,0.1111111111111111
9,86,1,6,4,83.0,1.2857142857142858
5,71,0,5,8,53.0,0.8333333333333334
5,84,0,5,8,70.0,0.8333333333333334
6,97,0,8,7,92.0,0.6666666666666666
9,91,1,8,8,92.0,1.0
8,54,0,4,6,47.0,1.6
8,57,1,4,7,51.0,1.6
8,52,0,4,5,45.0,1.6
1,63,1,7,8,34.0,0.125
1,79,0,6,1,50.0,0.14285714285714285
8,53,0,5,2,45.0,1.3333333333333333
5,67,1,6,1,54.0,0.7142857142857143
9,50,1,8,5,52.0,1.0
2,45,0,9,2,20.0,0.2
9,95,1,6,0,93.0,1.2857142857142858
8,64,1,6,3,53.0,1.1428571428571428
9,40,1,4,4,35.0,1.8
4,64,1,8,3,48.0,0.4444444444444444
1,41,0,6,5,18.0,0.14285714285714285
1,71,1,5,2,43.0,0.16666666666666666
5,52,0,4,9,36.0,1.0
2,72,0,6,5,51.0,0.2857142857142857
8,71,0,8,9,65.0,0.8888888888888888
5,95,1,9,0,81.0,0.5
5,63,0,5,5,45.0,0.8333333333333334
2,66,0,9,7,46.0,0.2
7,43,0,8,9,32.0,0.7777777777777778
8,63,0,8,7,60.0,0.8888888888888888
1,62,0,8,0,33.0,0.1111111111111111
2,68,1,9,6,45.0,0.2
4,73,0,7,9,54.0,0.5
5,60,1,5,9,46.0,0.8333333333333334
2,69,0,8,3,49.0,0.2222222222222222
1,65,0,7,5,38.0,0.125
9,59,1,4,5,53.0,1.8
1,55,1,7,4,30.0,0.125
4,42,0,4,9,24.0,0.8
2,88,0,9,8,69.0,0.2
4,76,0,7,9,57.0,0.5
8,97,0,9,7,94.0,0.8
8,79,0,8,5,77.0,0.8888888888888888
9,83,1,7,3,79.0,1.125
5,64,0,7,3,50.0,0.625
7,62,0,8,8,52.0,0.7777777777777778
3,83,1,4,3,64.0,0.6
4,98,1,8,6,86.0,0.4444444444444444
9,40,0,5,5,33.0,1.5
1,72,1,7,1,47.0,0.125
2,54,1,5,4,31.0,0.3333333333333333
5,56,1,8,2,42.0,0.5555555555555556
3,73,0,9,8,54.0,0.3
2,56,0,8,9,33.0,0.2222222222222222
1,91,0,6,0,61.0,0.14285714285714285
3,97,1,5,9,78.0,0.5
1,80,0,6,3,55.0,0.14285714285714285
1,83,0,5,3,59.0,0.16666666666666666
1,43,1,9,8,20.0,0.1
8,52,0,6,0,43.0,1.1428571428571428
3,43,1,6,1,19.0,0.42857142857142855
1,46,1,5,0,17.0,0.16666666666666666
7,85,1,8,0,73.0,0.7777777777777778
3,98,1,4,0,72.0,0.6
8,48,0,8,2,39.0,0.8888888888888888
4,62,0,4,3,44.0,0.8
4,72,0,5,9,52.0,0.6666666666666666
5,72,1,7,1,58.0,0.625
6,59,0,8,0,45.0,0.6666666666666666
7,43,0,6,4,36.0,1.0
4,40,1,8,5,22.0,0.4444444444444444
8,93,1,5,1,86.0,1.3333333333333333
6,81,0,7,2,68.0,0.75
1,73,1,7,9,47.0,0.125
9,60,1,8,1,58.0,1.0
6,63,1,9,3,53.0,0.6
8,54,0,8,4,46.0,0.8888888888888888
7,74,1,5,7,66.0,1.1666666666666667
6,64,1,4,5,49.0,1.2
4,94,1,9,8,77.0,0.4
7,48,0,4,2,36.0,1.4
9,56,0,6,9,55.0,1.2857142857142858
7,60,0,5,8,49.0,1.1666666666666667
1,99,1,9,3,76.0,0.1
9,52,1,7,7,45.0,1.125
4,42,1,9,9,28.0,0.4
3,43,1,6,6,25.0,0.42857142857142855
4,43,0,7,6,27.0,0.5
4,82,0,9,8,67.0,0.4
2,67,1,7,9,44.0,0.25
1,46,0,8,1,18.0,0.1111111111111111
1,65,0,7,4,37.0,0.125
8,50,0,9,2,43.0,0.8
2,63,1,7,6,43.0,0.25
5,82,0,5,2,66.0,0.8333333333333334
4,49,0,8,4,34.0,0.4444444444444444
8,76,0,8,4,77.0,0.8888888888888888
2,52,0,6,1,31.0,0.2857142857142857
9,83,0,8,0,80.0,1.0
7,81,1,4,5,71.0,1.4
7,78,0,5,0,69.0,1.1666666666666667
1,58,0,6,8,34.0,0.14285714285714285
2,90,1,4,9,69.0,0.4
4,58,0,7,4,44.0,0.5
4,51,1,4,0,30.0,0.8
3,91,1,6,7,73.0,0.42857142857142855
7,61,1,8,0,52.0,0.7777777777777778
8,86,1,5,3,81.0,1.3333333333333333
2,76,0,6,6,52.0,0.2857142857142857
4,95,0,4,3,77.0,0.8
3,69,1,4,4,44.0,0.6
2,85,0,6,6,62.0,0.2857142857142857
6,51,1,9,3,44.0,0.6
4,68,0,9,4,51.0,0.4
6,60,0,6,6,48.0,0.8571428571428571
2,50,1,9,0,30.0,0.2
4,99,0,6,2,82.0,0.5714285714285714
6,76,1,8,0,61.0,0.6666666666666666
5,87,0,6,2,72.0,0.7142857142857143
3,97,0,7,1,78.0,0.375
8,57,0,5,4,53.0,1.3333333333333333
7,83,1,5,9,78.0,1.1666666666666667
3,98,1,7,4,79.0,0.375
6,66,1,4,9,56.0,1.2
4,76,0,4,8,58.0,0.8
5,87,1,4,7,72.0,1.0
5,51,1,4,2,37.0,1.0
7,62,1,8,0,56.0,0.7777777777777778
5,73,0,7,4,59.0,0.625
3,77,0,5,2,54.0,0.5
5,62,0,7,4,47.0,0.625
7,92,0,5,8,84.0,1.1666666666666667
5,64,1,4,0,50.0,1.0
5,43,0,8,0,27.0,0.5555555555555556
9,69,1,6,8,67.0,1.2857142857142858
3,69,0,6,2,48.0,0.42857142857142855
6,52,1,9,9,42.0,0.6
1,81,1,4,4,55.0,0.2
5,88,0,4,8,73.0,1.0
8,53,1,7,4,46.0,1.0
5,95,1,8,2,81.0,0.5555555555555556
9,86,1,8,8,82.0,1.0
6,47,1,7,6,35.0,0.75
8,94,0,8,6,92.0,0.8888888888888888
8,63,0,8,7,59.0,0.8888888888888888
3,57,1,6,4,35.0,0.42857142857142855
7,74,0,8,1,65.0,0.7777777777777778
7,64,1,4,8,53.0,1.4
